epoch,accuracy,loss,val_accuracy,val_loss
0,0.7180837988853455,0.8822605013847351,0.18615984916687012,3.42100191116333
1,0.8768497705459595,0.5665125846862793,0.3479532301425934,2.696103572845459
2,0.9074491858482361,0.5049450397491455,0.48245614767074585,1.983397126197815
3,0.9214948415756226,0.4742777645587921,0.7007797360420227,1.3022983074188232
4,0.9235013723373413,0.4701431393623352,0.6296296119689941,1.4352352619171143
5,0.9398043751716614,0.43244147300720215,0.9025341272354126,0.4580127000808716
6,0.9463255405426025,0.4111166298389435,0.932748556137085,0.43316787481307983
7,0.9403060078620911,0.41506266593933105,0.8538011908531189,0.6065855622291565
8,0.9530975818634033,0.39753812551498413,0.9220272898674011,0.43443959951400757
9,0.9601203799247742,0.3810066878795624,0.9785575270652771,0.3480675518512726
10,0.965136706829071,0.3692927658557892,0.9307992458343506,0.4368491470813751
11,0.9623777270317078,0.37443700432777405,0.943469762802124,0.3850726783275604
12,0.9646350741386414,0.37174326181411743,0.7719298005104065,0.8484987020492554
13,0.9811888933181763,0.32979267835617065,0.9756335020065308,0.33151480555534363
14,0.9849510788917542,0.3174282908439636,0.9844054579734802,0.30847230553627014
15,0.9849510788917542,0.31528156995773315,0.9736841917037964,0.3267098367214203
16,0.9862051606178284,0.3141183853149414,0.9561403393745422,0.4007136821746826
17,0.9882116913795471,0.3067023456096649,0.9873294234275818,0.2842629849910736
18,0.9877100586891174,0.30509138107299805,0.9658869504928589,0.3530998229980469
19,0.9882116913795471,0.3061218559741974,0.988304078578949,0.28368479013442993
20,0.988462507724762,0.30057796835899353,0.9844054579734802,0.3253524899482727
21,0.9867067933082581,0.30328041315078735,0.9376218318939209,0.399826318025589
22,0.9867067933082581,0.3055981397628784,0.988304078578949,0.2712825834751129
23,0.9902182221412659,0.29977989196777344,0.9922027587890625,0.26935091614723206
24,0.9917231202125549,0.2972293198108673,0.988304078578949,0.27611032128334045
25,0.9887133240699768,0.2980829179286957,0.9902533888816833,0.2838424742221832
26,0.989967405796051,0.2955590784549713,0.9873294234275818,0.2906666696071625
27,0.9929772019386292,0.28888046741485596,0.9931774139404297,0.25854676961898804
28,0.9927263855934143,0.28604620695114136,0.9892787337303162,0.28344404697418213
29,0.9944820404052734,0.2831055223941803,0.9941520690917969,0.2689732015132904
30,0.9937296509742737,0.28494027256965637,0.9863547682762146,0.2905360460281372
31,0.9942312240600586,0.28094184398651123,0.9912280440330505,0.2661469876766205
32,0.995234489440918,0.2804490923881531,0.9912280440330505,0.26529473066329956
33,0.9949836730957031,0.2794855237007141,0.9922027587890625,0.2795121669769287
34,0.996739387512207,0.2773217558860779,0.9922027587890625,0.26862019300460815
